"Year","LocationAbbrev","LocationDesc","Population","Topic","Measure","Submeasure","Data Value Unit","Domestic","Imports","Total","Domestic Per Capita","Imports Per Capita","Total Per Capita"
"2021","US","National","258,327,312","Combustible Tobacco","Loose Tobacco","Pipe Tobacco","Cigarette Equivalents","12,146,078,523","615,109,908","12,761,188,431","47","2","49"
"2021","US","National","258,327,312","Combustible Tobacco","Loose Tobacco","Roll-Your-Own Tobacco","Pounds","1,135,001","508,819","1,643,820","0.004","0.002","0.006"
"2021","US","National","258,327,312","Combustible Tobacco","Loose Tobacco","Roll-Your-Own Tobacco","Cigarette Equivalents","558,769,723","250,495,508","809,265,231","2.163","0.97","3.133"
"2021","US","National","258,327,312","Combustible Tobacco","Loose Tobacco","Total Loose Tobacco","Cigarette Equivalents","12,704,848,246","865,605,415","13,570,453,661","49","3","53"
"2021","US","National","258,327,312","Combustible Tobacco","Loose Tobacco","Total Loose Tobacco","Pounds","25,806,723","1,758,261","27,564,984","0.1","0.007","0.107"
"2021","US","National","258,327,312","Noncombustible Tobacco","Smokeless Tobacco","Chewing Tobacco","Pounds","14,131,105","648,062","14,779,167","0.055","0.003","0.057"
"2021","US","National","258,327,312","Noncombustible Tobacco","Smokeless Tobacco","Snuff","Pounds","110,202,204","1,812,567","112,014,771","0.427","0.007","0.434"
"2022","US","National","260,836,730","Combustible Tobacco","All Combustibles","Total Combustible Tobacco","Cigarette Equivalents","203,636,203,181","17,236,926,031","220,873,129,212","781","66","847"
"2022","US","National","260,836,730","Combustible Tobacco","Cigarettes","Cigarette Removals","Cigarettes","187,600,743,207","5,885,904,000","193,486,647,207","719","23","742"
"2022","US","National","260,836,730","Combustible Tobacco","Cigars","Large Cigars","Cigars","3,835,171,637","9,344,563,000","13,179,734,637","15","36","51"
"2022","US","National","260,836,730","Combustible Tobacco","Cigars","Small Cigars","Cigars","60,011,168","95,869,000","155,880,168","0.23","0.368","0.598"
"2022","US","National","260,836,730","Combustible Tobacco","Cigars","Total Cigars","Cigars","3,895,182,805","9,440,432,000","13,335,614,805","15","36","51"
"2022","US","National","260,836,730","Combustible Tobacco","Loose Tobacco","Pipe Tobacco","Pounds","23,652,788","3,146,885","26,799,673","0.091","0.012","0.103"
"2022","US","National","260,836,730","Combustible Tobacco","Loose Tobacco","Pipe Tobacco","Cigarette Equivalents","11,644,449,477","1,549,235,692","13,193,685,169","45","6","51"
"2022","US","National","260,836,730","Combustible Tobacco","Loose Tobacco","Roll-Your-Own Tobacco","Pounds","1,007,150","734,001","1,741,151","0.004","0.003","0.007"
"2022","US","National","260,836,730","Combustible Tobacco","Loose Tobacco","Roll-Your-Own Tobacco","Cigarette Equivalents","495,827,692","361,354,338","857,182,030","1.901","1.385","3.286"
"2022","US","National","260,836,730","Combustible Tobacco","Loose Tobacco","Total Loose Tobacco","Cigarette Equivalents","12,140,277,169","1,910,590,031","14,050,867,200","47","7","54"
"2022","US","National","260,836,730","Combustible Tobacco","Loose Tobacco","Total Loose Tobacco","Pounds","24,659,938","3,880,886","28,540,824","0.095","0.015","0.109"
"2022","US","National","260,836,730","Noncombustible Tobacco","Smokeless Tobacco","Chewing Tobacco","Pounds","12,750,654","718,865","13,469,519","0.049","0.003","0.052"
"2022","US","National","260,836,730","Noncombustible Tobacco","Smokeless Tobacco","Snuff","Pounds","104,356,514","2,004,644","106,361,158","0.4","0.008","0.408"
"2023","US","National","262,083,034","Combustible Tobacco","All Combustibles","Total Combustible Tobacco","Cigarette Equivalents","185,246,533,283","16,997,578,781","202,244,112,064","707","65","772"
"2023","US","National","262,083,034","Combustible Tobacco","Cigarettes","Cigarette Removals","Cigarettes","170,825,073,676","6,843,862,000","177,668,935,676","652","26","678"
"2023","US","National","262,083,034","Combustible Tobacco","Cigars","Large Cigars","Cigars","3,024,859,161","8,407,960,000","11,432,819,161","12","32","44"
"2023","US","National","262,083,034","Combustible Tobacco","Cigars","Small Cigars","Cigars","43,484,877","96,507,000","139,991,877","0.166","0.368","0.534"
"2023","US","National","262,083,034","Combustible Tobacco","Cigars","Total Cigars","Cigars","3,068,344,038","8,504,467,000","11,572,811,038","12","32","44"
"2023","US","National","262,083,034","Combustible Tobacco","Loose Tobacco","Pipe Tobacco","Pounds","22,136,178","2,273,415","24,409,593","0.084","0.009","0.093"
"2023","US","National","262,083,034","Combustible Tobacco","Loose Tobacco","Pipe Tobacco","Cigarette Equivalents","10,897,810,708","1,119,219,657","12,017,030,365","42","4","46"
"2023","US","National","262,083,034","Combustible Tobacco","Loose Tobacco","Roll-Your-Own Tobacco","Pounds","924,838","1,076,624","2,001,462","0.004","0.004","0.008"
"2023","US","National","262,083,034","Combustible Tobacco","Loose Tobacco","Roll-Your-Own Tobacco","Cigarette Equivalents","455,304,862","530,030,124","985,334,986","1.737","2.022","3.76"
"2023","US","National","262,083,034","Combustible Tobacco","Loose Tobacco","Total Loose Tobacco","Cigarette Equivalents","11,353,115,569","1,649,249,781","13,002,365,350","43","6","50"
"2023","US","National","262,083,034","Combustible Tobacco","Loose Tobacco","Total Loose Tobacco","Pounds","23,061,016","3,350,039","26,411,055","0.088","0.013","0.101"
"2023","US","National","262,083,034","Noncombustible Tobacco","Smokeless Tobacco","Chewing Tobacco","Pounds","11,694,042","1,308,344","13,002,386","0.045","0.005","0.05"
"2023","US","National","262,083,034","Noncombustible Tobacco","Smokeless Tobacco","Snuff","Pounds","98,361,146","1,392,526","99,753,672","0.375","0.005","0.381"
